kind,net,start_x_mm,start_y_mm,end_x_mm,end_y_mm,width_mm,layer,diameter_mm,drill_mm,start_layer,end_layer,via_type
segment,OUT2_FLT,79.250000,26.866200,79.250000,26.850000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,79.300000,53.200000,80.700000,51.800000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,79.300000,53.400000,79.300000,53.200000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,80.700000,51.300000,82.500000,49.500000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,80.700000,51.800000,80.700000,51.300000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,82.500000,49.400000,82.600000,49.300000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,82.500000,49.500000,82.500000,49.400000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,82.600000,47.300000,83.200000,46.700000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,82.600000,49.300000,82.600000,47.300000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,83.200000,46.600000,83.300000,46.500000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,83.200000,46.700000,83.200000,46.600000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,83.300000,45.600000,83.500000,45.400000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,83.300000,46.500000,83.300000,45.600000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,83.500000,45.300000,83.600000,45.200000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,83.500000,45.400000,83.500000,45.300000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,83.600000,44.700000,87.000000,41.300000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,83.600000,45.200000,83.600000,44.700000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,87.000000,41.200000,91.300000,36.900000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,87.000000,41.300000,87.000000,41.200000,0.200000,B.Cu,,,,,
segment,OUT2_FLT,100.500000,25.700000,100.450000,25.700000,0.200000,F.Cu,,,,,
segment,OUT2_FLT,80.200000,47.450000,80.200000,48.800000,0.200000,F.Cu,,,,,
segment,OUT2_FLT,88.900000,34.250000,88.900000,34.300000,0.200000,F.Cu,,,,,
segment,OUT2_FLT,88.900000,34.300000,88.900000,34.300000,0.200000,F.Cu,,,,,
segment,OUT2_FLT,88.900000,34.300000,90.600000,34.300000,0.200000,F.Cu,,,,,
segment,OUT2_FLT,90.600000,34.300000,88.900000,34.250000,0.200000,F.Cu,,,,,
segment,OUT2_FLT,91.300000,36.700000,88.900000,34.300000,0.200000,F.Cu,,,,,
segment,OUT2_FLT,91.300000,36.900000,91.300000,36.700000,0.200000,F.Cu,,,,,
segment,OUT2_FLT,99.400000,26.700000,99.500000,26.700000,0.200000,F.Cu,,,,,
segment,OUT2_FLT,99.500000,26.700000,100.500000,25.700000,0.200000,F.Cu,,,,,
segment,OUT2_FLT,80.200000,48.800000,80.200000,48.800000,0.200000,In1.Cu,,,,,
segment,OUT2_FLT,80.200000,48.800000,80.200000,51.100000,0.200000,In1.Cu,,,,,
segment,OUT2_FLT,80.200000,51.100000,80.300000,51.200000,0.200000,In1.Cu,,,,,
segment,OUT2_FLT,80.300000,51.200000,80.300000,51.300000,0.200000,In1.Cu,,,,,
segment,OUT2_FLT,80.300000,51.300000,80.400000,51.400000,0.200000,In1.Cu,,,,,
segment,OUT2_FLT,80.400000,51.400000,80.400000,52.300000,0.200000,In1.Cu,,,,,
segment,OUT2_FLT,80.400000,52.300000,79.300000,53.400000,0.200000,In1.Cu,,,,,
segment,OUT2_FLT,90.600000,34.300000,93.000000,31.900000,0.200000,In1.Cu,,,,,
segment,OUT2_FLT,93.000000,31.900000,93.100000,31.900000,0.200000,In1.Cu,,,,,
segment,OUT2_FLT,93.100000,31.900000,97.700000,27.300000,0.200000,In1.Cu,,,,,
segment,OUT2_FLT,97.700000,27.300000,98.800000,27.300000,0.200000,In1.Cu,,,,,
segment,OUT2_FLT,98.800000,27.300000,99.400000,26.700000,0.200000,In1.Cu,,,,,
segment,OUT2_FLT,79.050000,26.900000,79.100000,26.950000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,79.100000,26.950000,79.100000,27.850000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,79.100000,27.850000,79.750000,28.500000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,79.750000,28.500000,79.750000,29.900000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,79.750000,29.900000,79.800000,29.950000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,79.800000,29.950000,79.800000,30.000000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,79.800000,30.000000,79.850000,30.050000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,79.850000,30.050000,79.850000,30.100000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,79.850000,30.100000,81.400000,31.650000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,81.400000,31.650000,84.000000,31.650000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,84.000000,31.650000,84.450000,32.100000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,84.450000,32.100000,84.500000,32.100000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,84.500000,32.100000,84.550000,32.150000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,84.550000,32.150000,84.650000,32.150000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,84.650000,32.150000,84.700000,32.200000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,84.700000,32.200000,86.850000,32.200000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,86.850000,32.200000,88.050000,33.400000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,88.050000,33.400000,89.750000,33.400000,0.200000,In3.Cu,,,,,
segment,OUT2_FLT,89.750000,33.400000,90.600000,34.300000,0.200000,In3.Cu,,,,,
via,OUT2_FLT,79.050000,26.900000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_FLT,79.300000,53.400000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_FLT,80.200000,48.800000,,,,,0.300000,0.100000,F.Cu,In1.Cu,micro
via,OUT2_FLT,90.600000,34.300000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_FLT,91.300000,36.900000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_FLT,99.400000,26.700000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,OUT2_GATE,77.600000,30.375200,76.920300,29.695500,0.200000,F.Cu,,,,,
segment,OUT2_GATE,77.600000,30.650000,77.600000,30.375200,0.200000,F.Cu,,,,,
segment,OUT2_GATE,83.479100,35.229100,82.500000,34.250000,0.200000,F.Cu,,,,,
segment,OUT2_GATE,85.633000,35.229100,83.479100,35.229100,0.200000,F.Cu,,,,,
segment,OUT2_GATE,85.633000,35.229100,85.633000,35.230700,0.200000,F.Cu,,,,,
segment,OUT2_GATE,85.700000,34.250000,85.700000,35.162100,0.200000,F.Cu,,,,,
segment,OUT2_GATE,85.700000,35.162100,85.633000,35.229100,0.200000,F.Cu,,,,,
segment,OUT2_GATE,98.559300,13.601700,98.356800,13.804200,0.200000,F.Cu,,,,,
segment,OUT2_GATE,99.200000,11.900000,99.200000,13.601700,0.200000,F.Cu,,,,,
segment,OUT2_GATE,99.200000,13.601700,98.559300,13.601700,0.200000,F.Cu,,,,,
segment,OUT2_GATE,76.920300,29.695500,82.455500,35.230700,0.200000,In3.Cu,,,,,
segment,OUT2_GATE,82.455500,35.230700,85.633000,35.230700,0.200000,In3.Cu,,,,,
segment,OUT2_GATE,85.633000,35.230700,86.978700,35.230700,0.200000,In4.Cu,,,,,
segment,OUT2_GATE,86.978700,35.230700,90.383900,31.825500,0.200000,In4.Cu,,,,,
segment,OUT2_GATE,90.383900,31.825500,90.468800,31.825500,0.200000,In4.Cu,,,,,
segment,OUT2_GATE,90.468800,31.825500,90.821300,31.473000,0.200000,In4.Cu,,,,,
segment,OUT2_GATE,90.821300,31.388100,93.304800,28.904600,0.200000,In4.Cu,,,,,
segment,OUT2_GATE,90.821300,31.473000,90.821300,31.388100,0.200000,In4.Cu,,,,,
segment,OUT2_GATE,93.304800,18.856200,98.356800,13.804200,0.200000,In4.Cu,,,,,
segment,OUT2_GATE,93.304800,28.904600,93.304800,18.856200,0.200000,In4.Cu,,,,,
via,OUT2_GATE,76.920300,29.695500,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_GATE,85.633000,35.230700,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_GATE,98.356800,13.804200,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,OUT2_IMON,103.050000,27.950000,103.050000,28.776500,0.200000,F.Cu,,,,,
segment,OUT2_IMON,103.050000,27.950000,103.150000,27.850000,0.200000,F.Cu,,,,,
segment,OUT2_IMON,103.050000,28.776500,94.343000,28.776500,0.200000,F.Cu,,,,,
segment,OUT2_IMON,103.150000,27.850000,103.150000,25.700000,0.200000,F.Cu,,,,,
segment,OUT2_IMON,104.774300,28.776500,103.050000,28.776500,0.200000,F.Cu,,,,,
segment,OUT2_IMON,105.000000,32.450000,105.827400,31.622600,0.200000,F.Cu,,,,,
segment,OUT2_IMON,105.827400,29.829600,104.774300,28.776500,0.200000,F.Cu,,,,,
segment,OUT2_IMON,105.827400,31.622600,105.827400,29.829600,0.200000,F.Cu,,,,,
segment,OUT2_IMON,88.200000,47.450000,88.200000,45.870300,0.200000,F.Cu,,,,,
segment,OUT2_IMON,94.343000,28.776500,93.246200,29.873300,0.200000,F.Cu,,,,,
segment,OUT2_IMON,88.200000,34.645100,90.617900,32.227200,0.200000,In4.Cu,,,,,
segment,OUT2_IMON,88.200000,45.870300,88.200000,34.645100,0.200000,In4.Cu,,,,,
segment,OUT2_IMON,90.617900,32.227200,90.892300,32.227200,0.200000,In4.Cu,,,,,
segment,OUT2_IMON,90.892300,32.227200,93.246200,29.873300,0.200000,In4.Cu,,,,,
via,OUT2_IMON,88.200000,45.870300,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_IMON,93.246200,29.873300,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,OUT2_IMON_RAW,80.250000,24.833800,80.991700,24.833800,0.200000,B.Cu,,,,,
segment,OUT2_IMON_RAW,80.250000,25.850000,80.250000,24.833800,0.200000,B.Cu,,,,,
segment,OUT2_IMON_RAW,80.991700,24.833800,83.071500,22.754000,0.200000,B.Cu,,,,,
segment,OUT2_IMON_RAW,104.150000,30.132900,104.150000,31.600000,0.200000,F.Cu,,,,,
segment,OUT2_IMON_RAW,104.150000,31.600000,103.300000,32.450000,0.200000,F.Cu,,,,,
segment,OUT2_IMON_RAW,104.679000,29.603900,104.150000,30.132900,0.200000,F.Cu,,,,,
segment,OUT2_IMON_RAW,104.750800,29.603900,104.679000,29.603900,0.200000,F.Cu,,,,,
segment,OUT2_IMON_RAW,88.100000,31.550000,87.200000,32.450000,0.200000,F.Cu,,,,,
segment,OUT2_IMON_RAW,89.893400,31.550000,88.100000,31.550000,0.200000,F.Cu,,,,,
segment,OUT2_IMON_RAW,90.219600,31.223800,89.893400,31.550000,0.200000,F.Cu,,,,,
segment,OUT2_IMON_RAW,83.071600,22.754000,83.071500,22.754000,0.200000,In4.Cu,,,,,
segment,OUT2_IMON_RAW,83.071600,23.045000,83.071600,22.754000,0.200000,In4.Cu,,,,,
segment,OUT2_IMON_RAW,88.720600,28.694000,83.071600,23.045000,0.200000,In4.Cu,,,,,
segment,OUT2_IMON_RAW,88.736900,28.694000,88.720600,28.694000,0.200000,In4.Cu,,,,,
segment,OUT2_IMON_RAW,90.219600,30.176700,88.736900,28.694000,0.200000,In4.Cu,,,,,
segment,OUT2_IMON_RAW,90.219600,31.223800,90.219600,30.176700,0.200000,In4.Cu,,,,,
segment,OUT2_IMON_RAW,104.365000,29.218100,104.750800,29.603900,0.200000,In6.Cu,,,,,
segment,OUT2_IMON_RAW,90.219600,31.223800,92.225300,29.218100,0.200000,In6.Cu,,,,,
segment,OUT2_IMON_RAW,92.225300,29.218100,104.365000,29.218100,0.200000,In6.Cu,,,,,
via,OUT2_IMON_RAW,104.750800,29.603900,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_IMON_RAW,83.071500,22.754000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_IMON_RAW,90.219600,31.223800,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,OUT2_ISCP,77.750000,23.554600,77.750000,21.710000,0.200000,B.Cu,,,,,
segment,OUT2_ISCP,85.700000,32.450000,86.490700,33.240700,0.200000,F.Cu,,,,,
segment,OUT2_ISCP,86.490700,33.240700,89.494200,33.240700,0.200000,F.Cu,,,,,
segment,OUT2_ISCP,89.494200,33.240700,91.035400,31.699500,0.200000,F.Cu,,,,,
segment,OUT2_ISCP,91.035400,27.650100,90.827000,27.441700,0.200000,F.Cu,,,,,
segment,OUT2_ISCP,91.035400,27.950000,91.035400,27.650100,0.200000,F.Cu,,,,,
segment,OUT2_ISCP,91.035400,31.699500,91.035400,27.950000,0.200000,F.Cu,,,,,
segment,OUT2_ISCP,99.850000,27.950000,91.035400,27.950000,0.200000,F.Cu,,,,,
segment,OUT2_ISCP,77.750000,23.554600,77.810200,23.554600,0.200000,In6.Cu,,,,,
segment,OUT2_ISCP,77.810200,23.554600,79.247900,24.992300,0.200000,In6.Cu,,,,,
segment,OUT2_ISCP,79.247900,24.992300,85.724700,24.992300,0.200000,In6.Cu,,,,,
segment,OUT2_ISCP,85.724700,24.992300,88.174100,27.441700,0.200000,In6.Cu,,,,,
segment,OUT2_ISCP,88.174100,27.441700,90.827000,27.441700,0.200000,In6.Cu,,,,,
via,OUT2_ISCP,77.750000,23.554600,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_ISCP,90.827000,27.441700,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,OUT2_IWRN,80.750000,26.870000,80.750000,25.850000,0.200000,B.Cu,,,,,
segment,OUT2_IWRN,80.750000,27.000000,80.750000,26.870000,0.200000,B.Cu,,,,,
segment,OUT2_IWRN,81.000000,27.300000,80.750000,27.000000,0.200000,B.Cu,,,,,
segment,OUT2_IWRN,81.900000,27.300000,81.000000,27.300000,0.200000,B.Cu,,,,,
segment,OUT2_IWRN,82.100000,27.500000,81.900000,27.300000,0.200000,B.Cu,,,,,
segment,OUT2_IWRN,82.800000,27.500000,82.100000,27.500000,0.200000,B.Cu,,,,,
segment,OUT2_IWRN,83.100000,26.500000,83.100000,27.200000,0.200000,B.Cu,,,,,
segment,OUT2_IWRN,83.100000,27.200000,82.800000,27.500000,0.200000,B.Cu,,,,,
segment,OUT2_IWRN,83.200000,26.400000,83.100000,26.500000,0.200000,B.Cu,,,,,
segment,OUT2_IWRN,80.400000,32.299999,80.800000,32.450000,0.200000,F.Cu,,,,,
segment,OUT2_IWRN,78.400000,26.600000,78.700000,26.300000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,78.400000,27.200000,78.400000,26.600000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,78.700000,26.300000,82.100000,26.300000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,78.700000,27.500000,78.400000,27.200000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,78.700000,28.200000,78.700000,27.500000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,79.300000,28.800000,78.700000,28.200000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,79.300000,30.100000,79.300000,28.800000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,79.400000,30.200000,79.300000,30.100000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,79.400000,30.300000,79.400000,30.200000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,79.500000,30.400000,79.400000,30.300000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,79.500000,30.500000,79.500000,30.400000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,80.100000,31.100000,79.500000,30.500000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,80.100000,31.700000,80.100000,31.100000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,80.400000,32.000000,80.100000,31.700000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,80.400000,32.299999,80.400000,32.000000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,82.100000,26.300000,82.200000,26.200000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,82.200000,26.200000,83.000000,26.200000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,83.000000,26.200000,83.200000,26.400000,0.200000,In3.Cu,,,,,
segment,OUT2_IWRN,83.200000,26.400000,83.200000,26.400000,0.200000,In3.Cu,,,,,
via,OUT2_IWRN,80.400000,32.299999,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_IWRN,83.200000,26.400000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,OUT2_OV,85.700000,30.650000,85.700000,31.500000,0.200000,F.Cu,,,,,
segment,OUT2_OV,85.700000,30.650000,87.200000,30.650000,0.200000,F.Cu,,,,,
segment,OUT2_OV,85.700000,31.000000,85.200000,30.500000,0.200000,F.Cu,,,,,
segment,OUT2_OV,85.700000,31.500000,85.700000,31.000000,0.200000,F.Cu,,,,,
segment,OUT2_OV,71.700000,25.900000,71.700000,25.900000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,71.800000,26.000000,71.700000,25.900000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,71.800000,26.900000,71.800000,26.000000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,71.900000,27.000000,71.800000,26.900000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,71.900000,27.100000,71.900000,27.000000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,75.800000,31.000000,71.900000,27.100000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,75.900000,31.000000,75.800000,31.000000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,77.600000,32.700000,75.900000,31.000000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,77.600000,36.500000,77.600000,32.700000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,78.100000,37.000000,77.600000,36.500000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,78.100000,37.400000,78.100000,37.000000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,78.200000,37.500000,78.100000,37.400000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,78.200000,37.600000,78.200000,37.500000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,78.400000,37.800000,78.200000,37.600000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,79.200000,37.800000,78.400000,37.800000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,79.300000,37.700000,79.200000,37.800000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,80.500000,37.700000,79.300000,37.700000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,85.200000,30.500000,85.500000,30.500000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,85.500000,30.500000,86.000000,31.000000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,86.000000,31.000000,88.900000,31.000000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,86.100000,36.900000,85.900000,37.100000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,88.900000,31.000000,89.700000,31.800000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,88.900000,36.900000,86.100000,36.900000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,89.700000,31.800000,89.800000,31.800000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,89.800000,31.800000,89.900000,31.900000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,89.900000,31.900000,90.900000,31.900000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,90.800000,35.000000,88.900000,36.900000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,90.900000,31.900000,91.500000,32.500000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,90.900000,35.000000,90.800000,35.000000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,91.000000,34.900000,90.900000,35.000000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,91.100000,34.900000,91.000000,34.900000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,91.200000,34.700000,91.200000,34.800000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,91.200000,34.800000,91.100000,34.900000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,91.300000,33.500000,91.300000,34.600000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,91.300000,34.600000,91.200000,34.700000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,91.400000,33.300000,91.400000,33.400000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,91.400000,33.400000,91.300000,33.500000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,91.500000,32.500000,91.500000,33.200000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,91.500000,33.200000,91.400000,33.300000,0.200000,In3.Cu,,,,,
segment,OUT2_OV,71.700000,25.900000,71.700000,25.900000,0.200000,In6.Cu,,,,,
segment,OUT2_OV,77.700000,25.900000,71.700000,25.900000,0.200000,In6.Cu,,,,,
segment,OUT2_OV,77.750000,25.850000,77.700000,25.900000,0.200000,In6.Cu,,,,,
segment,OUT2_OV,83.500000,37.700000,80.500000,37.700000,0.200000,In6.Cu,,,,,
segment,OUT2_OV,84.300000,38.500000,83.500000,37.700000,0.200000,In6.Cu,,,,,
segment,OUT2_OV,84.800000,38.500000,84.300000,38.500000,0.200000,In6.Cu,,,,,
segment,OUT2_OV,84.900000,38.400000,84.800000,38.500000,0.200000,In6.Cu,,,,,
segment,OUT2_OV,85.100000,38.400000,84.900000,38.400000,0.200000,In6.Cu,,,,,
segment,OUT2_OV,85.300000,38.000000,85.300000,38.200000,0.200000,In6.Cu,,,,,
segment,OUT2_OV,85.300000,38.200000,85.100000,38.400000,0.200000,In6.Cu,,,,,
segment,OUT2_OV,85.400000,37.600000,85.400000,37.900000,0.200000,In6.Cu,,,,,
segment,OUT2_OV,85.400000,37.900000,85.300000,38.000000,0.200000,In6.Cu,,,,,
segment,OUT2_OV,85.900000,37.100000,85.400000,37.600000,0.200000,In6.Cu,,,,,
via,OUT2_OV,71.700000,25.900000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_OV,80.500000,37.700000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_OV,85.200000,30.500000,,,,,0.300000,0.100000,F.Cu,In1.Cu,micro
via,OUT2_OV,85.900000,37.100000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_OV,85.200000,30.500000,,,,,0.300000,0.100000,In1.Cu,In2.Cu,micro
via,OUT2_OV,85.200000,30.500000,,,,,0.300000,0.100000,In2.Cu,In3.Cu,micro
via,OUT2_OV,77.750000,25.850000,,,,,0.300000,0.100000,In6.Cu,B.Cu,micro
segment,OUT2_PD,80.250000,19.507200,80.638800,19.118400,0.200000,B.Cu,,,,,
segment,OUT2_PD,80.250000,21.710000,80.250000,19.507200,0.200000,B.Cu,,,,,
segment,OUT2_PD,80.638800,19.118400,81.446000,19.118400,0.200000,B.Cu,,,,,
segment,OUT2_PD,81.446000,19.118400,86.308700,23.981100,0.200000,B.Cu,,,,,
segment,OUT2_PD,86.308700,23.981100,86.308700,30.093100,0.200000,B.Cu,,,,,
segment,OUT2_PD,86.308700,30.093100,84.842700,31.559100,0.200000,B.Cu,,,,,
segment,OUT2_PD,84.000000,34.250000,84.842700,33.407300,0.200000,F.Cu,,,,,
segment,OUT2_PD,84.842700,33.407300,84.842700,31.559100,0.200000,F.Cu,,,,,
via,OUT2_PD,84.842700,31.559100,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,OUT2_PU,77.960600,19.734100,78.790300,19.734100,0.200000,B.Cu,,,,,
segment,OUT2_PU,78.790300,19.734100,79.750000,20.693800,0.200000,B.Cu,,,,,
segment,OUT2_PU,79.750000,21.710000,79.750000,20.693800,0.200000,B.Cu,,,,,
segment,OUT2_PU,77.051200,35.041200,76.571000,34.561000,0.200000,F.Cu,,,,,
segment,OUT2_PU,80.008800,35.041200,77.051200,35.041200,0.200000,F.Cu,,,,,
segment,OUT2_PU,80.800000,34.250000,80.008800,35.041200,0.200000,F.Cu,,,,,
segment,OUT2_PU,77.148200,20.546500,77.148200,24.594300,0.200000,In1.Cu,,,,,
segment,OUT2_PU,77.148200,24.594300,77.556700,25.002800,0.200000,In1.Cu,,,,,
segment,OUT2_PU,77.556700,25.002800,77.556700,33.575300,0.200000,In1.Cu,,,,,
segment,OUT2_PU,77.556700,33.575300,76.571000,34.561000,0.200000,In1.Cu,,,,,
segment,OUT2_PU,77.960600,19.734100,77.148200,20.546500,0.200000,In1.Cu,,,,,
via,OUT2_PU,76.571000,34.561000,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_PU,77.960600,19.734100,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,OUT2_SNUB,105.000000,34.250000,106.221400,33.028600,0.200000,F.Cu,,,,,
segment,OUT2_SNUB,106.221400,33.028600,107.009800,33.028600,0.200000,F.Cu,,,,,
segment,OUT2_SNUB,80.800000,30.108300,80.354600,29.662900,0.200000,F.Cu,,,,,
segment,OUT2_SNUB,80.800000,30.650000,80.800000,30.108300,0.200000,F.Cu,,,,,
segment,OUT2_SNUB,102.129900,28.686400,84.780000,28.686400,0.200000,In3.Cu,,,,,
segment,OUT2_SNUB,106.472100,33.028600,102.129900,28.686400,0.200000,In3.Cu,,,,,
segment,OUT2_SNUB,107.009800,33.028600,106.472100,33.028600,0.200000,In3.Cu,,,,,
segment,OUT2_SNUB,83.803500,29.662900,80.354600,29.662900,0.200000,In3.Cu,,,,,
segment,OUT2_SNUB,84.780000,28.686400,83.803500,29.662900,0.200000,In3.Cu,,,,,
via,OUT2_SNUB,107.009800,33.028600,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_SNUB,80.354600,29.662900,,,,,0.600000,0.300000,F.Cu,B.Cu,through
segment,OUT2_SWITCHED,80.750000,19.876000,80.890300,19.735700,0.200000,B.Cu,,,,,
segment,OUT2_SWITCHED,80.750000,21.710000,80.750000,19.876000,0.200000,B.Cu,,,,,
segment,OUT2_SWITCHED,78.425900,28.625900,78.200000,28.400000,0.200000,F.Cu,,,,,
segment,OUT2_SWITCHED,78.425900,29.665300,78.425900,28.625900,0.200000,F.Cu,,,,,
segment,OUT2_SWITCHED,79.300000,30.539400,78.425900,29.665300,0.200000,F.Cu,,,,,
segment,OUT2_SWITCHED,79.300000,30.650000,79.300000,30.539400,0.200000,F.Cu,,,,,
segment,OUT2_SWITCHED,79.300000,30.650000,80.090700,31.440700,0.200000,F.Cu,,,,,
segment,OUT2_SWITCHED,80.090700,31.440700,81.709300,31.440700,0.200000,F.Cu,,,,,
segment,OUT2_SWITCHED,81.709300,31.440700,82.500000,30.650000,0.200000,F.Cu,,,,,
segment,OUT2_SWITCHED,86.297500,24.282500,86.297500,25.447500,0.200000,F.Cu,,,,,
segment,OUT2_SWITCHED,86.297500,25.447500,88.800000,27.950000,0.200000,F.Cu,,,,,
segment,OUT2_SWITCHED,78.425900,26.144600,80.813700,23.756800,0.200000,In4.Cu,,,,,
segment,OUT2_SWITCHED,78.425900,29.665300,78.425900,26.144600,0.200000,In4.Cu,,,,,
via,OUT2_SWITCHED,78.425900,29.665300,,,,,0.600000,0.300000,F.Cu,B.Cu,through
via,OUT2_SWITCHED,80.813700,23.756800,,,,,0.600000,0.300000,F.Cu,B.Cu,through
